n_score,n_perf,n_matched,match_rate_score,match_rate_perf,bias_ms,sigma_ms,sigma_duple_ms,sigma_offbeat_ms,frac_nonduple,asynchrony_sigma_ms,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_duple_1,rho_duple_2,rho_duple_3,rho_duple_4,rho_duple_5,rho_duple_6,rho_duple_7,rho_duple_8,path,composer
937,875,870,0.928495197438634,0.9942857142857143,-3.124999999998934,33.72285273126154,22.817565984051313,36.74461102808296,0.025287356321839094,13.8589964792608,0.2978651666905008,0.41231150664160365,0.3786347131778134,0.21994815214177577,0.12249249747186554,0.19839702026970976,-0.03434261755112648,0.04583916564230347,0.08276418927072277,0.23398612264968166,-0.04955799243195707,0.18746827145366415,-0.08183058360755062,0.1745720325311559,-0.09608702727777345,0.1211541861674525,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_858/VuV01M.mid,Bach
937,888,880,0.9391675560298826,0.990990990990991,-0.05437499999771944,38.12134578372608,27.63978331955095,34.991569227331226,0.03181818181818186,20.164829276027827,0.3073614578411624,0.34972140130328677,0.4000333855182182,0.11666675980811743,0.22450977282902695,0.07180749895942287,-0.002426237790133814,-0.010275129682280967,0.3217382404727814,0.06055090887745273,0.0651396036543931,0.07834105691607457,0.010074481042927564,-0.019342051227715817,0.0030687707800820694,0.09266496368422045,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_858/Zhang01M.mid,Bach
1844,1739,1728,0.9370932754880694,0.9936745255894192,-0.21708333332526308,35.7650839655683,34.90034077598616,35.95811549845854,0.646412037037037,14.513363627675394,0.4897702219300334,0.5383728075632884,0.41974837402770676,0.39951869388022504,0.3849569735359538,0.3627185778329548,0.32690710288748603,0.30814139386707234,0.2927248193245877,0.3289292914424574,0.22168345351499405,0.10173307960101702,0.16378674108010702,0.05539801092560236,0.000587307672985568,0.02036796816956887,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/Ko04M.mid,Bach
1844,1750,1728,0.9370932754880694,0.9874285714285714,-0.6504999999954464,39.38853710170302,38.5391278366144,40.527794751860256,0.646412037037037,19.959579361245826,0.5296844332055567,0.560656475417994,0.42952695226472537,0.47011759885002136,0.3459833295762966,0.3648407399036711,0.3022260282942243,0.2883430040254622,0.46060130061599397,0.394458794072425,0.14653574396115113,0.09479364433612622,0.027316774887466738,-0.02785766581620422,-0.051561620002753675,-0.05803666600781659,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/Nikiforov05M.mid,Bach
1844,1766,1732,0.9392624728850325,0.9807474518686297,-0.6514166666669041,41.24055397483861,35.68887671599757,42.35655516955399,0.6478060046189377,17.64902864511818,0.5238503536881994,0.5016682766455018,0.4718166967993021,0.33252900489481657,0.3079192262599364,0.34869941702294505,0.2916535344054202,0.2673362570390857,0.33741152856056444,0.14945313984964054,0.06754485239730668,0.10955225316588053,0.1865292407637614,0.1177127542536281,0.010537841897477335,0.0020473171216435853,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/Tetzloff04M.mid,Bach
1844,1740,1715,0.9300433839479393,0.985632183908046,-2.0836666666639303,35.442282551137055,34.742884512552145,36.51505333271588,0.6454810495626822,13.974361908103194,0.48610111611731804,0.5380231618742857,0.46212082435574076,0.3497936832603487,0.4099832755463899,0.25371788959275765,0.25441526118105745,0.25901445317646216,0.3465827615869414,0.23332920914601069,0.10201566027314272,0.1048310327772416,0.1736426209526031,0.049682837099586194,-0.016070838723114364,-0.021394125050616056,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/TuanS01M.mid,Bach
1844,1762,1723,0.9343817787418656,0.9778660612939841,0.0,35.359609353966626,34.25404490983949,36.388789875253906,0.6465467208357516,16.580349848203376,0.4387151433202581,0.5295470533953256,0.37318235226957225,0.4112651831856231,0.31046229409003046,0.38920823057689075,0.21115934420162383,0.30520360670922453,0.2610223863923672,0.3591260815762199,0.1291157109245806,0.10230967630636278,0.20981315341532328,0.09603338519833587,0.020205739106072793,0.013956777464070272,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/YoungS01M.mid,Bach
1844,1744,1727,0.9365509761388287,0.9902522935779816,-0.5429166666672813,38.121244016174295,38.238790421289664,38.61430729789021,0.6462072958888245,19.928937569269266,0.6477552748594806,0.5833286006738312,0.5278655735855411,0.4100651501820064,0.39064303350517116,0.31819539720407136,0.29159707467333557,0.2621719887144872,0.47497402430983743,0.37446315601313634,0.13435364968572022,0.11209583941799128,0.041256400303064704,0.057057227327379646,0.013671235976907966,0.010431395174826379,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/ZhangH04M.mid,Bach
893,868,853,0.9552071668533034,0.9827188940092166,-2.0619166666620004,19.04038943297172,19.04038943297172,21.77328663949384,0.0,11.87365537772114,0.12161636346322442,0.1931054749885105,0.027545432762033584,0.26265373991772073,-0.014182825588683536,0.11909925379917927,0.020637113284701393,0.2323001067649045,0.12161636346322442,0.1931054749885105,0.027545432762033584,0.26265373991772073,-0.014182825588683536,0.11909925379917927,0.020637113284701393,0.2323001067649045,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_862/Song04M.mid,Bach
803,792,782,0.9738480697384807,0.9873737373737373,-3.125333333311886,19.514793460679332,19.514793460679332,24.154836821497305,0.0,9.993827689708171,0.08130642125435479,0.1087952852397631,0.039162012484490555,0.00920062362079452,-0.09535772091017543,-0.013456919196289281,-0.06382269088254287,-0.046912774100759794,0.08130642125435479,0.1087952852397631,0.039162012484490555,0.00920062362079452,-0.09535772091017543,-0.013456919196289281,-0.06382269088254287,-0.046912774100759794,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_863/LeeN01M.mid,Bach
